Single Threaded,,,Multi-Threaded,,,
Number,Time to complete (ms),,Number,Time to complete (ms),,
237,0.5963,,237,0.8677,,0.687219085
238,1.2253,,238,1.1121,,1.101789407
239,0.8657,,239,0.5739,,1.50845095
240,0.0097,,240,0.0105,,0.923809524
241,1.0438,,241,0.5723,,1.8238686
242,0.9125,,242,0.7998,,1.140910228
243,0.0101,,243,0.0098,,1.030612245
244,0.7398,,244,0.5871,,1.260091978
245,1.8871,,245,1.0494,,1.798265676
246,1.0416,,246,0.5459,,1.908041766
247,1.7319,,247,1.0411,,1.66352896
248,0.921,,248,0.6072,,1.516798419
249,0.6525,,249,0.6478,,1.007255326
250,0.01,,250,0.0071,,1.408450704
251,4.5509,,251,0.6015,,7.565918537
252,0.6089,,252,0.5869,,1.037485091
253,1.619,,253,0.9896,,1.636014551
254,1.6036,,254,0.5798,,2.765781304
255,0.8916,,255,0.571,,1.561471103
256,0.0097,,256,0.0109,,0.889908257
257,0.8042,,257,0.5648,,1.423866856
258,0.7987,,258,0.5846,,1.366233322
259,3.7006,,259,1.0387,,3.562722634
260,0.6228,,260,0.6471,,0.962447844
261,0.6551,,261,0.5904,,1.109586721
262,0.618,,262,0.6023,,1.026066744
263,0.9321,,263,0.58,,1.607068966
264,1.2046,,264,0.5342,,2.254960689
265,0.6959,,265,0.8172,,0.851566324
266,1.8921,,266,1.2295,,1.538918259
267,0.6098,,267,0.6749,,0.903541265
268,0.6287,,268,0.5672,,1.108427362
269,0.7315,,269,0.6057,,1.207693578
270,0.0105,,270,0.0099,,1.060606061
271,0.786,,271,0.5129,,1.532462468
272,1.5581,,272,0.5806,,2.683603169
273,1.8298,,273,1.3637,,1.341790716
274,0.8609,,274,0.6112,,1.408540576
275,0.7229,,275,0.6192,,1.16747416
276,2.5937,,276,0.5208,,4.980222734
277,0.6584,,277,0.5264,,1.250759878
278,0.7101,,278,1.1945,,0.594474676
279,0.8962,,279,0.5837,,1.535377763
280,0.7777,,280,0.5928,,1.311909582
281,0.6168,,281,0.8312,,0.742059673
282,0.7826,,282,0.5873,,1.332538737
283,1.1127,,283,0.6745,,1.64966642
284,0.6807,,284,0.5724,,1.189203354
285,0.8009,,285,0.6361,,1.259078761
286,2.1828,,286,1.1097,,1.967018113
287,1.306,,287,1.0066,,1.297436916
288,0.0126,,288,0.0083,,1.518072289
289,0.6071,,289,0.5872,,1.033889646
290,0.8401,,290,0.524,,1.603244275
291,0.6454,,291,0.5746,,1.12321615
292,0.834,,292,0.5805,,1.436692506
293,0.8709,,293,0.5379,,1.619074177
294,2.1736,,294,1.2752,,1.704516939
295,0.6619,,295,0.6044,,1.095135672
296,1.2195,,296,0.6142,,1.985509606
297,0.6315,,297,0.5779,,1.092749611
298,0.6075,,298,0.5516,,1.101341552
299,1.846,,299,1.0127,,1.822849807
300,0.0109,,300,0.0097,,1.12371134
301,3.8112,,301,1.7499,,2.177953026
302,0.7826,,302,0.5589,,1.400250492
303,0.6353,,303,0.5448,,1.166116006
304,0.7614,,304,0.5606,,1.358187656
305,0.9344,,305,0.5999,,1.557592932
306,0.7284,,306,0.5811,,1.25348477
307,3.7634,,307,0.5678,,6.628038042
308,1.6198,,308,1.1492,,1.409502262
309,0.775,,309,0.5608,,1.381954351
310,0.8246,,310,0.5538,,1.488985193
311,0.8738,,311,0.5798,,1.507071404
312,0.7607,,312,0.5646,,1.34732554
313,0.7499,,313,0.6836,,1.096986542
314,0.6392,,314,0.5459,,1.170910423
315,0.7409,,315,0.5105,,1.451322233
316,0.7388,,316,0.5561,,1.328538033
317,1.6992,,317,0.9686,,1.754284534
318,0.9554,,318,0.5967,,1.601139601
319,1.3458,,319,1.0786,,1.247728537
320,0.0095,,320,0.0105,,0.904761905
321,0.7375,,321,0.7549,,0.976950589
322,1.5071,,322,1.0709,,1.407320945
323,1.9644,,323,1.1363,,1.728768811
324,0.0167,,324,0.0074,,2.256756757
325,0.8297,,325,0.6035,,1.374813587
326,0.9531,,326,0.6589,,1.446501745
327,0.7948,,327,0.57,,1.394385965
328,1.0344,,328,0.5969,,1.732953594
329,2.1852,,329,1.8718,,1.167432418
330,1.1066,,330,0.579,,1.911226252
331,1.2861,,331,0.9369,,1.37271854
332,1.9242,,332,0.5836,,3.297121316
333,1.1911,,333,0.536,,2.222201493
334,1.8449,,334,0.5662,,3.258389262
335,0.7191,,335,0.7068,,1.017402377
336,0.8461,,336,0.5326,,1.588621855
337,0.8088,,337,0.5409,,1.495285635
338,1.6052,,338,1.1861,,1.353342888
339,1.2826,,339,0.8035,,1.596266335
340,0.8318,,340,0.9387,,0.886119101
341,1.5202,,341,1.0017,,1.517620046
342,0.9384,,342,0.5142,,1.824970828
343,1.7637,,343,1.1957,,1.475035544
344,0.7692,,344,0.5441,,1.413710715
345,0.7506,,345,0.5266,,1.4253703
346,0.7775,,346,0.542,,1.434501845
347,0.7613,,347,0.5362,,1.419806043
348,0.8123,,348,0.6155,,1.319740049
349,0.7601,,349,0.5021,,1.513841864
350,0.6289,,350,0.5267,,1.194038352
351,0.9068,,351,0.5046,,1.797066984
352,0.7007,,352,0.5452,,1.285216434
353,0.6388,,353,0.6043,,1.057090849
354,0.8239,,354,0.583,,1.413207547
355,0.9362,,355,0.516,,1.814341085
356,0.6994,,356,0.5623,,1.243820025
357,1.4094,,357,1.1271,,1.250465797
358,0.9112,,358,0.5735,,1.588840453
359,0.8814,,359,0.5507,,1.600508444
360,0.0128,,360,0.0073,,1.753424658
361,1.5028,,361,1.519,,0.989335089
362,0.8034,,362,0.5349,,1.501962984
363,0.9694,,363,0.5941,,1.631711833
364,1.6201,,364,1.0382,,1.560489308
365,0.6202,,365,0.5648,,1.098087819
366,0.807,,366,0.5648,,1.428824363
367,0.7398,,367,0.5828,,1.269389156
368,0.8503,,368,0.5604,,1.517309065
