4294966296,5.2633,
4294966297,3.6054,
4294966298,6.7066,
4294966299,12.9688,
4294966300,4.8988,
4294966301,5.0743,
4294966302,6.1698,
4294966303,7.7024,
4294966304,3.9897,
4294966305,9.6101,
4294966306,7.9572,
4294966307,8.0406,
4294966308,2.7618,
4294966309,5.9046,
4294966310,4.1635,
4294966311,2.6522,
4294966312,5.9327,
4294966313,4.2608,
4294966314,4.6409,
4294966315,7.5745,
4294966316,4.0496,
4294966317,5.8251,
4294966318,6.2369,
4294966319,10.0698,
4294966320,3.9021,
4294966321,5.8631,
4294966322,6.6889,
4294966323,3.9333,
4294966324,11.6494,
4294966325,4.0512,
4294966326,5.8882,
4294966327,3.9843,
4294966328,2.6005,
4294966329,2.4064,
4294966330,4.2676,
4294966331,10.6144,
4294966332,4.1473,
4294966333,5.9767,
4294966334,3.8575,
4294966335,10.1797,
4294966336,4.2848,
4294966337,3.1995,
4294966338,7.9076,
4294966339,4.5801,
4294966340,6.0187,
4294966341,7.7199,
4294966342,2.9252,
4294966343,3.9537,
4294966344,2.4504,
4294966345,3.0398,
4294966346,4.209,
4294966347,5.9497,
4294966348,5.941,
4294966349,4.6758,
4294966350,2.4819,
4294966351,7.9438,
4294966352,8.321,
4294966353,10.5335,
4294966354,7.8495,
4294966355,2.9404,
4294966356,4.4188,
4294966357,11.5912,
4294966358,3.1855,
4294966359,12.0521,
4294966360,6.0002,
4294966361,8.1642,
4294966362,5.8841,
4294966363,9.4169,
4294966364,12.0926,
4294966365,8.0788,
4294966366,9.8463,
4294966367,3.6314,
4294966368,10.5245,
4294966369,6.4513,
4294966370,2.7698,
4294966371,2.5796,
4294966372,6.3302,
4294966373,2.9497,
4294966374,4.9261,
4294966375,5.864,
4294966376,7.8562,
4294966377,12.1582,
4294966378,8.1334,
4294966379,3.8074,
4294966380,6.2372,
4294966381,10.4684,
4294966382,14.8551,
4294966383,2.4906,
4294966384,2.3513,
4294966385,5.7127,
4294966386,8.0957,
4294966387,4.1304,
4294966388,7.8572,
4294966389,7.9921,
4294966390,11.5053,
4294966391,7.6089,
4294966392,5.852,
4294966393,7.4807,
4294966394,5.0311,
4294966395,11.9896,
4294966396,25.3267,
4294966397,4.9178,
4294966398,4.7938,
4294966399,8.2032,
4294966400,3.5759,
4294966401,6.6307,
4294966402,6.7871,
4294966403,6.9907,
4294966404,2.8014,
4294966405,2.6697,
4294966406,8.4435,
4294966407,4.9108,
4294966408,6.5925,
4294966409,6.4148,
4294966410,4.5277,
4294966411,7.9729,
4294966412,4.1867,
4294966413,4.4602,
4294966414,4.1857,
4294966415,2.9863,
4294966416,6.0476,
4294966417,4.1067,
4294966418,7.843,
4294966419,4.0008,
4294966420,4.1918,
4294966421,8.0195,
4294966422,4.0822,
4294966423,4.277,
4294966424,5.7122,
4294966425,2.5501,
4294966426,4.2911,
4294966427,3.6372,
4294966428,4.1445,
4294966429,4.1512,
4294966430,5.6582,
4294966431,6.0835,
4294966432,5.8354,
4294966433,6.433,
4294966434,6.1011,
4294966435,6.1034,
4294966436,6.1788,
4294966437,2.2843,
4294966438,8.1985,
4294966439,8.5561,
4294966440,4.4097,
4294966441,4.7978,
4294966442,6.5549,
4294966443,3.3904,
4294966444,4.8556,
4294966445,3.9853,
4294966446,6.0453,
4294966447,2.8885,
4294966448,4.2268,
4294966449,5.0777,
4294966450,4.0911,
4294966451,4.1574,
4294966452,6.1053,
4294966453,10.0405,
4294966454,3.966,
4294966455,5.755,
4294966456,7.8351,
4294966457,6.0934,
4294966458,5.6512,
4294966459,7.6273,
4294966460,6.3132,
4294966461,3.9356,
4294966462,4.1627,
4294966463,8.1823,
4294966464,2.2879,
4294966465,2.6221,
4294966466,14.002,
4294966467,4.0701,
4294966468,7.7717,
4294966469,3.9394,
